text,label
İnternet faturama yansıtılan gizli abonelik ücretlerini görünce firmayı aramaya karar verdim.,ofke
Sokakta kedi beslediğim için bana bağıran o vicdansız komşuyla büyük bir kavga ettik.,ofke
İş başvurusunda yetkinliklerimi küçümseyen o insan kaynakları uzmanına çok öfkelendim.,ofke
Tam en sevdiğim dizinin sezon finalindeyken televizyonun ekranının kararması beni delirtti.,ofke
Arkamdan kuyumu kazan o akrabamın yüzüne karşı tüm gerçekleri bir bir haykırdım.,ofke
Yeni aldığım tavan vantilatörünün daha ilk çalıştırmada yerinden çıkıp düşmesi beni çıldırtı.,ofke
Sözleşmeyi tek taraflı feshedip beni mağdur eden o emlakçıya karşı çok öfkeliyim.,ofke
"Yemekte kıl çıktığını söylediğimde ""olur öyle şeyler"" diyen şefe çok sinirlendim.",ofke
Tam önemli bir maçı izlerken uydunun sinyal hatası vermesi beni çileden çıkardı.,ofke
Aniden bastıran yoğun sisten dolayı ıssız dağ yolunda önümü hiç göremez hale gelince büyük panik yaşadım.,korku
Gece yarısı evde tek başımayken çatı katından gelen düzenli ayak sesleri ödümü kopardı.,korku
Asansörün katlar arasında birdenbire büyük bir gürültüyle durması ve ışıkların sönmesi beni dehşete düşürdü.,korku
Doktorun biyopsi sonuçları için beni acilen hastaneye çağırması içimi tarif edilemez bir endişeyle kapladı.,korku
Gece denizde yüzerken ayağıma bilinmeyen bir canlı nesnenin dolandığını hissedince boğulma korkusu yaşadım.,korku
Deprem anında kolonların çatlama ve betonun esneme sesini duymak hayatımdaki en büyük kabustu.,korku
Zifiri karanlıkta ormanda kamp yaparken çadırın hemen dışından gelen hırıltı ve nefes sesiyle donakaldım.,korku
Sokak köpeği sürüsünün hırlayarak üzerime doğru hızla koştuğunu görünce kaçacak yer bulamadım.,korku
Şiddetli fırtınada uçağın sürekli türbülansa girip irtifa kaybetmesi yolcular arasında büyük bir panik yarattı.,korku
Yeni doğan bebeğimin bir an nefes alamayıp morardığını fark ettiğimde kalbim duracak gibi oldu.,korku
Eski mahzendeki dik merdivenlerden aşağı inerken etrafı saran o mutlak karanlık içimi ürpertti.,korku
Arkamdan gelen o kapüşonlu adamın adımlarını hızlandırıp beni takip ettiğinden artık tamamen emindim.,korku
Laboratuvardaki kimyasal gaz tüpünün çatladığını ve zehirli duman sızdırdığını görünce dehşete kapıldım.,korku
Eski maden tünelinin ortasındayken tavan ahşaplarının çatırdamaya başlamasıyla kaçacak delik aradım.,korku
Çocuğumun kalabalık pazar yerinde bir anda elimi bırakıp gözden kaybolması hayatımın en büyük korkusuydu.,korku
"Gece rüyamda sonsuz bir boşluğa, yüksek bir uçurumdan aşağı son hızla düştüğümü görerek kan ter içinde sıçradım.",korku
Arabanın frenlerinin patladığını ve tutmadığını o keskin uçurumlu viraja girmeden hemen önce fark ettim.,korku
Tarihi akıl hastanesinin terk edilmiş koridorlarında yankılanan o tuhaf fısıltı sesleri tüylerimi diken diken etti.,korku
Evin mutfağında devasa siyah bir akrebin tezgahın üzerinde bana doğru yürüdüğünü gördüm.,korku
Şirketin finansal kriz nedeniyle önümüzdeki ay tüm çalışanları işten çıkaracağı söylentisi geleceğe dair korkutuyor.,korku
Lunaparktaki hızlı trende tam ters dönmüşken emniyet kemerimin gevşediğini hissettiğim an dehşete düştüm.,korku
Dağ tırmanışında bastığım kayanın kırılmasıyla emniyet ipinde boşlukta asılı kaldığım an çok korktum.,korku
Hiç bilmediğim yabancı bir ülkenin tekinsiz ve karanlık bir ara sokağında gece yarısı yapayalnız kayboldum.,korku
Kardiyolog kalbimin ritminde ciddi ve hayati bir bozukluk olduğunu söyleyince içimi ölüm korkusu kapladı.,korku
Yangın alarmının acı acı çalmasıyla birlikte otel koridorunu yoğun ve boğucu bir duman tabakası kapladı.,korku
Eski evin tavan arasındaki o tozlu porselen bebeğin gözlerinin bana bakarak oynadığını sandım.,korku
Gece sisli göl kenarında yürürken suyun içinden devasa bir karaltının aniden fırlaması beni ürküttü.,korku
Sınırı geçerken silahlı askerlerin arabamızı durdurup bizi araçtan indirerek sorgulamaya başlaması korkunçtu.,korku
Vahşi doğa gezisinde çalıların arkasından devasa bir bozayının kafasını uzattığını gördüm.,korku
"Telefonuma gelen bilinmeyen numaradan ""Şu an hangi odada olduğunu biliyorum"" mesajı beni dehşete düşürdü.",korku
Kimya fabrikasındaki ana gaz tankının basınç göstergesinin kırmızı alarm verdiğini fark ettim.,korku
Yoğun bakımdaki yakınımın bağlı olduğu yaşam destek cihazından uzun ve kesintisiz bir bip sesi yükseldi.,korku
Gece arabayla ıssız bir yolda ilerlerken farların birden sönmesiyle zifiri karanlığın ortasında kaldım.,korku
Evin çelik kapısının dışarıdan bir maymuncukla zorlandığını içeriden kilit seslerini duyarak fark ettim.,korku
"Büyük ve tüylü bir örümceğin yatağımın üzerinde, yüzüme doğru yavaşça ilerlediğini gördüm.",korku
İzlediğim bilim kurgu filmindeki o parazit yaratığın gerçek hayatta da mutasyona uğrayabileceği fikri ürkütücü.,korku
Hırçın nehirde akıntıya kapılıp devasa şelaleye doğru sürüklendiğimi fark ettiğim an panikledim.,korku
Büyük tiyatro sahnesine çıkmadan hemen önce heyecan ve korkudan tüm repliklerimi unuttuğumu fark ettim.,korku
Şiddetli şimşek çakması ve yıldırım düşmesiyle birlikte evdeki tüm camlar zangır zangır titredi.,korku
Yapay zekanın insan bilincini taklit edip insanlığı ele geçireceğine dair senaryolar beni tedirgin ediyor.,korku
Okyanusta tüplü dalış yaparken derinliklerin karanlığında arkamda devasa bir köpekbalığı gölgesi belirdi.,korku
Tarihi lahiti incelerken duvardaki eski bir ölüm laneti yazıtını okudum ve içim ürperdi.,korku
Küçük çocuğun beşinci katın balkonundan aşağı sarkar vaziyette durduğunu görünce yüreğim ağzıma geldi.,korku
Gece yürüyüşünde eski mezarlığın içinden tuhaf bir çocuk ağlama sesi geldiğini net duydum.,korku
Yıllardır kimsenin yaşamadığı o metruk binanın kırık penceresinden dışarıya doğru kırmızı bir ışık sızıyordu.,korku
Büyük cerrahi ameliyata girmeden hemen önce narkoz maskesini yüzüme taktıklarında çok korktum.,korku
Kışın donmuş gölün üzerinde yürürken ayağımın altındaki kalın buz katmanının aniden çatladığını duydum.,korku
Bilgisayarımın kamerasının ben açmadığım halde yeşil ışığının kendi kendine yandığını gördüm.,korku
Ormandaki bataklık alana basıp dibe doğru yavaşça çökmeye başladığımı hissettiğim an dehşete düştüm.,korku
Gece uykumdan uyanıp vücudumu hiçbir şekilde hareket ettiremediğimi fark edince felç olduğumu sandım.,korku
Fırtınada çatının uçtuğunu ve kiremitlerin bahçeye savrulduğunu pencereden izlerken çok korktum.,korku
Bilinmeyen bir zehirli gaz sızıntısı nedeniyle tüm mahallenin tahliye edileceği anonsunu duyunca panikledim.,korku
Yabancı bir web sitesinde kendi evimin içinin canlı olarak yayınlandığını görmek beni dehşete düşürdü.,korku
Askerlik görevimi yaparken sınır boyunda ilk kez sıcak çatışma seslerini duyduğumda çok korkmuştum.,korku
Vahşi hayvan barınağında aslan kafesinin kapısının aralık kaldığını fark ettiğim an dondum kaldım.,korku
Denizaltı turunda camda küçük bir çatlağın belirmesi ve su sızdırması yolcuları dehşete düşürdü.,korku
Eski kilisenin bodrumunda duvarın arkasından gelen kazma ve tırmalama sesleri içimi ürpertti.,korku
Arabanın arka koltuğunda benden habersiz birinin oturduğunu dikiz aynasından fark ettim.,korku
Laboratuvarda ölümcül virüs içeren tüpün elimden kayıp yere düşmesiyle zaman durdu sandım.,korku
Gece yarısı telefonuma gelen ve sadece nefes sesinin duyulduğu o arama beni çok korkuttu.,korku
Tarihi kalede gezerken gizli bir dehlize düşüp yukarı tırmanamayacağımı anladığımda panikledim.,korku
Fırtınalı havada denizde teknemizin motorunun bozulması ve dalgaların bizi kayalıklara sürüklemesi korkunçtu.,korku
Evdeki akıllı televizyonun gece yarısı kendi kendine açılıp son ses çığlık efekti vermesi ürkütücüydü.,korku
Hastanede karantinaya alınan o özel bölüme yanlışlıkla girdiğimi fark edince dehşete kapıldım.,korku
Yolda yürürken üzerime doğru büyük bir hızla beton blok düştüğünü son anda fark edip kaçtım.,korku
Ormanda yürürken ayağımın hemen yanından büyük bir engerek yılanının süzüldüğünü gördüm.,korku
Uçurum kenarında fotoğraf çekilirken ayağımın altındaki toprağın kaymasıyla yüreğim ağzıma geldi.,korku
Eski fabrikanın asansör boşluğuna düşmekten son anda demirlere tutunarak kurtuldum.,korku
Gece uykumda bir elin boğazımı sıktığını hissederek uyandım ama odada kimse yoktu.,korku
Bilinmeyen bir tarikatın gizli ayinine casusluk yaparken yakalandığım o an hayatımdan ümidi kestim.,korku
Kimyasal sızıntı alarmı çaldığında sığınak kapısının kilitli olduğunu görmek dehşet vericiydi.,korku
Büyük bir fırtınada elektrik direğinin evimizin üzerine doğru devrilmesini korkuyla izledik.,korku
Dalış yaparken oksijen tüpümün göstergesinin aniden sıfıra indiğini fark ettim.,korku
Evde tek başımayken aynadaki yansımamın bana bakıp gülümsediğini gördüğümü sandım.,korku
Lunaparktaki dönme dolabın en tepesindeyken vidaların gevşeyip fırladığını gördüm.,korku
Sisli yolda ilerlerken karşı şeritten bir tırın üzerimize doğru son hızla geldiğini gördüm.,korku
Terk edilmiş köyde gezerken tüm evlerin kapılarının aynı anda rüzgardan çarpması ürküttü.,korku
"Yeni aldığım akıllı ev sisteminin kapıları üzerime kilitleyip ""içeride bir tehdit var"" demesi korkunçtu.",korku
Kış kampında çadırın üzerine dev bir çam ağacı dalının kırılıp düşmesiyle panikle uyandım.,korku
Hastanede bana yanlış kan grubu verildiğini hemşirenin panik halinden anlayınca çok korktum.,korku
Eski kütüphanenin gizli bölmesindeki el yazması kitapta kendi ölüm tarihimi gördüm.,korku
Denizde yüzerken aniden ayağıma giren kramp yüzünden suyun dibine doğru batmaya başladım.,korku
Yolda yürürken arkamdaki binadan kopan devasa mermer blok tam önüme düştü.,korku
Gece evde yalnızken kapı zilinin aralıksız ve ısrarla çalınması beni dehşete düşürdü.,korku
Hayvanat bahçesinde gezerken kobra yılanının cam bölmeyi çatlattığını fark ettim.,korku
Gezegenimize doğru yaklaşan devasa bir asteroit olduğuna dair resmi açıklamayı izlerken ürperdim.,korku
Tünelde arabamın motorunun yanmaya başlaması ve yoğun duman altında kalmamız korkunçtu.,korku
Gece yarısı ormandaki kulübenin pencerelerine birilerinin dışarıdan vurduğunu duydum.,korku
Ameliyat esnasında narkozun etkisinin geçmesi ve her şeyi hissetmeye başlamam kabus gibiydi.,korku
Büyük bir patlama sesiyle birlikte oturduğumuz binanın temelinden sallandığını hissettim.,korku
Yolda yürürken yer altı gaz borusunun patlamasıyla alevlerin önümü kesmesi ürküttü.,korku
Tarihi zindanda gezerken rehberin bizi içeride unutup kapıyı kilitlemesiyle panikledim.,korku
Deniz kenarında yürürken devasa bir tsunami dalgasının ufukta belirdiğini gördüm.,korku
Evdeki köpeğimin boş bir köşeye bakarak sürekli hırlaması ve korkuyla geri çekilmesi ürpütücüydü.,korku
Yeni taşındığım evin bodrumunda eski kelepçeler ve kan lekeleri buldum.,korku
Uçakta kabin basıncının düşmesiyle oksijen maskelerinin yukarıdan sarkması panik yarattı.,korku
Yolda yürürken başıboş bir boğanın sinirli bir şekilde üzerime doğru koştuğunu gördüm.,korku
Gece yarısı bilgisayar ekranında aniden beliren korkunç yüz ve gelen çığlık sesi ürküttü.,korku
Fabrikada yüksek gerilim hattının kopup yanıma düşmesiyle kıvılcımlar arasında kaldım.,korku
Bilinmeyen bir adada yerliler tarafından etrafımın sarılması ve mızrakların bana doğrulması korkunçtu.,korku
Yıllardır ev uysalı sandığım yaşlı kedimin balkondan uçan kırlangıcı havada yakalaması inanılmazdı.,saskinlik
Hiç ummadığım bir anda çocukluk aşkımın on yıl sonra karşıma çıkıp evlenme teklif etmesi şoke etti.,saskinlik
Arkeolojik kazıda Göbeklitepe'den daha eski ve gelişmiş bir metal işleme aletinin bulunduğunu duydum.,saskinlik
Sabah kalkıp pencereyi açtığımda tüm şehrin bir gecede bembeyaz çöl kumuyla kaplandığını gördüm.,saskinlik
Sıradan bir market alışverişindeki fiş numaramla lüks model araba çekilişini kazandığımı öğrendim.,saskinlik
İngilizceyi zar zor konuşan asosyal arkadaşımın meğer akıcı şekilde dört farklı dil bildiğini öğrendim.,saskinlik
Laboratuvardaki kimyasal deney tüpünün mavi yerine aniden parlak pembe renge dönüşmesi şaşırttı.,saskinlik
"Yıllardır sessiz sakin, emekli bilinen komşumuzun geçmişte gizli bir rock yıldızı olduğu ortaya çıktı.",saskinlik
Sahnede sihirbazın şapkasından klasik güvercin yerine canlı bir bukalemun çıkarması beklenmedikti.,saskinlik
Telefonumu otobüste düşürdüm sanırken montumun astarının gizli yırtığından çıkmasına şaşırdım.,saskinlik
Bahçede sıradan bir kaldırım taşı sandığım nesnenin aslında nadir bir göktaşı olduğunu açıkladılar.,saskinlik
"Hiç ders çalışmayan, sürekli uyuyan o haylaz öğrencinin fizik olimpiyatlarında dünya birincisi olduğunu öğrendim.",saskinlik
"Ofisteki o sert, disiplinli ve somurtkan genel müdürün odasında tek başına breakdans yaptığını gördüm.",saskinlik
Çöpe atılacak o eski tozlu tablonun ünlü bir rönesans ressamına ait orijinal eser olduğu belirlendi.,saskinlik
Yol kenarında yürürken devasa bir meşe ağacının gövdesinden su yerine süt fışkırdığını gözlemledim.,saskinlik
Hiç tanımadığım yabancı bir iş adamından adıma milyon dolarlık bir miras kaldığı noterden tebliğ edildi.,saskinlik
Yıllar önce hobi olarak denize bıraktığım şişenin içindeki mektubun Avustralya'da bulunması bir mucize.,saskinlik
Gittiğim mağazadaki cansız vitrin mankeninin aniden hareket edip bana el sallamasıyla irkildim.,saskinlik
Yeni aldığım muhabbet kuşunun daha ilk günden benimle felsefi cümleler kurması beni şaşırttı.,saskinlik
Gökyüzünde bulutsuz ve açık bir havada aynı anda iki tane güneşin belirdiğini gözlerimle gördüm.,saskinlik
Üniversite sınavından sıfır beklerken optik okuyucu hatası nedeniyle Türkiye birincisi olduğumu gördüm.,saskinlik
Yıllarca benden nefret ettiğini düşündüğüm katı yöneticimin meğer gizli hamim olduğunu öğrendim.,saskinlik
Okuduğum polisiye kitabın son sayfasında katilin aslında dedektifin ikiz ruhu çıkması şoke ediciydi.,saskinlik
Evin arkasındaki eski tarlayı sürerken pulluğa takılan küpten yüzlerce altın sikke çıktı.,saskinlik
Hiç bilet almadığım halde e-posta kutumda dünya turu çekilişi kazandığıma dair resmi yazı gördüm.,saskinlik
Kutup ışıklarının bu gece Akdeniz semalarında da net bir şekilde izlenebilmesi büyük şaşkınlık yarattı.,saskinlik
En yakın iş arkadaşımın aslında holding sahibinin gizli varisi olduğunu beş yıl sonra öğrendim.,saskinlik
Geliştirdiğim yapay zeka botunun benimle tamamen felsefi ve özgün bir dille tartıştığını gördüm.,saskinlik
"İş yerindeki o sessiz, kendi halindeki stajyerin aslında ünlü bir dahi olduğunu öğrendik.",saskinlik
Bahçedeki yaşlı elma ağacının bu yıl tamamen olgun armutlar verdiğini görünce gözlerime inanamadım.,saskinlik
Doğum günümde boş odama girdiğimde tüm arkadaşlarımın saklandıkları dolaplardan fırlaması şaşırttı.,saskinlik
Hiç mutfağa girmeyen gurme eşimin bana muazzam bir İtalyan akşam yemeği hazırlaması şoke etti.,saskinlik
Antarktika'da kalın buzulların altında bozulmamış yeşil bir antik vaha keşfedildiğini haberlerde okudum.,saskinlik
Yolda yürürken gökyüzünden aniden binlerce canlı kurbağanın yağmaya başlaması akıl almazdı.,saskinlik
Yıllardır kayıp olan kedimin tam yedi yıl sonra kapının önünde hiçbir şey olmamış gibi belirmesi şaşırttı.,saskinlik
Yeni aldığım akıllı saatin benim henüz söylemediğim düşüncelerimi ekrana yansıtması şoke etti.,saskinlik
Arkeoloji müzesindeki o üç bin yıllık antik heykelin bana ikizim kadar benzediğini fark edince dondum.,saskinlik
Bir gecede saçlarımın ve sakallarımın tamamen kar beyazına döndüğünü sabah aynaya bakınca fark ettim.,saskinlik
Dünyanın en kurak çölü olan Atacama'ya son iki yüz yılın en büyük selinin vurduğunu gördüm.,saskinlik
Hiç idman yapmayan birinin maratonda profesyonel Kenyalı atletleri geçerek birinci olması şaşırttı.,saskinlik
Evin rutubetli bodrumunda gizli bir duvar bölmesi ve oraya saklanmış devasa bir kütüphane buldum.,saskinlik
Telefonumun şarjının iki hafta boyunca aralıksız kullanmama rağmen yüzde yüzde sabit kalması olağanüstüydü.,saskinlik
Çok ucuz ve salaş bir yol üstü lokantasında dünyanın en lezzetli Michelin yıldızlı yemeğini yedim.,saskinlik
Banyoda aynaya baktığımda yansımamın benden birkaç saniye sonra hareket ettiğini görüp dondum.,saskinlik
Bilim insanlarının laboratuvarda zamanda geriye doğru kuantum verisi göndermeyi başardıkları açıklandı.,saskinlik
Sokaktaki o hırpani kılıklı dilencinin akşam lüks bir spor arabaya binip gittiğini gördüm.,saskinlik
En sevdiğim bilgisayar oyununun gizli bir odasında kendi çocukluk fotoğrafımı görünce şoke oldum.,saskinlik
Yıllardır görmediğim ilkokul öğretmenimin Amazon ormanlarında yerel bir kabileyle yaşadığını öğrendim.,saskinlik
Çocuğun elindeki kağıttan uçağın gerçekten gerçek bir drone gibi havada saatlerce uçması şaşırttı.,saskinlik
Odamdaki salon bitkisinin çalınan klasik müzik ritmine göre yapraklarını salladığını gözlemledim.,saskinlik
Tarihi bir çeşmeden su yerine kırmızı şarap aktığını gören mahalleli büyük bir şaşkınlık yaşadı.,saskinlik
Yıllardır dilsiz olarak bilinen adamın aniden kusursuz bir diksiyonla konuşmaya başlaması şoke etti.,saskinlik
Yeraltı metrosunda seyahat ederken pencerelerin dışından rengarenk balıkların geçtiğini gördüm.,saskinlik
Kendi yazdığım amatör şiirin dünyaca ünlü bir şarkıcı tarafından bestelendiğini radyoda duydum.,saskinlik
Evdeki eski televizyonun fişi çekili olduğu halde kendi kendine nostaljik yayınlar yapması şaşırttı.,saskinlik
Sokakta yürürken yer çekiminin birkaç saniyeliğine azaldığını ve havada süzüldüğümü hissettim.,saskinlik
Aldığım sıradan tavuk yumurtasının içinden kapkara bir sarı çıkması beni hayrete düşürdü.,saskinlik
Yıllarca kör olan bir adamın göz ameliyatı olmadan aniden görmeye başladığı tıp dünyasını şaşırttı.,saskinlik
Ünlü bir tablonun arkasında gizli bir dünya haritası ve şifreler bulunduğunu müze müdürü açıkladı.,saskinlik
Bahçedeki köpeğimin sabah uyandığımda gazete okur gibi önündeki kağıda baktığını gördüm.,saskinlik
Gökyüzünde bulutların kusursuz bir insan yüzü şeklini aldığını televizyon haberlerinde izledim.,saskinlik
Hiç bilmediğim bir konuda girdiğim bilgi yarışmasında tüm soruları doğru tahmin ederek kazandım.,saskinlik
Eski bir pusulanın sürekli olarak kuzey yerine benim oturduğum yönü gösterdiğini fark ettim.,saskinlik
Gittiğim antik tiyatroda fısıldadığım kelimenin karşı taraftan megafonla söylenmiş gibi duyulması şaşırttı.,saskinlik
Yeni aldığım arabanın yakıt göstergesinin sürdükçe azalmak yerine arttığını fark ettim.,saskinlik
Deniz kenarında yürürken dalgaların kıyıya binlerce parıltılı deniz kabuğu bıraktığını gördüm.,saskinlik
Yemek masasının üzerindeki tuzluğun kendi kendine havada durduğunu görünce gözlerimi ovuşturdum.,saskinlik
Yıllardır bitki sandığım nesnenin aslında nadir bir hayvan türü olduğu uzmanlarca açıklandı.,saskinlik
Kütüphanede rastgele açtığım kitabın içinde tam olarak o anki düşüncelerimin yazılı olduğunu gördüm.,saskinlik
Gecenin bir yarısı gökyüzünden yeşil bir ışık huzmesinin bahçeme doğru indiğini gördüm.,saskinlik
Hiç müzik eğitimi almamış beş yaşındaki çocuğun piyanoda Mozart çalması herkesi şoke etti.,saskinlik
"Eski bir madalyonun sıcak havalarda buz gibi soğuk, kışın ise sıcacık kaldığını fark ettim.",saskinlik
Yolda yürürken yanından geçtiğim tüm sokak lambalarının sırayla rengarenk yanmaya başlaması şaşırttı.,saskinlik
Denizde yüzerken suyun altında batık bir antik kentin minarelerini net bir şekilde gördüm.,saskinlik
Evdeki kedimin televizyondaki belgeseli izlerken insan gibi oturduğunu fark edince şaşırdım.,saskinlik
Yeni taşındığım evin duvar kağıtlarının güneş ışığına göre desen değiştirdiğini fark ettim.,saskinlik
Sokaktaki sahipsiz köpeğin beni evimin kapısına kadar takip edip anahtarı ağzıyla vermesi şaşırttı.,saskinlik
Açık artırmada satılan eski bir sandığın içinden hiç açılmamış yüz yıllık parfümler çıktı.,saskinlik
Dağ tırmanışında bulutların tamamen üzerindeyken aşağıda şimşeklerin çaktığını izlemek şaşırtıcıydı.,saskinlik
Bahçeye diktiğim sıradan tohumların bir gecede devasa boyutlara ulaştığını görünce şoke oldum.,saskinlik
Kendi kendine hareket eden eski bir tekerlekli sandalyenin müzede sergilendiğini gördüm.,saskinlik
Telefonumun kamerasını gökyüzüne çevirdiğimde ekranda görünmeyen takım yıldızlarının belirmesi şaşırttı.,saskinlik
Yemek yaparken kestiğim soğunun içinden mükemmel bir kalp şekli çıktığını gördüm.,saskinlik
Gittiğim sinema salonunda benden başka kimsenin olmadığını ve filmin sadece bana oynatıldığını öğrendim.,saskinlik
Eski bir saatin pilsiz ve kurmasız olduğu halde yüz yıldır aralıksız çalıştığını söylediler.,saskinlik
Deniz kenarında yürürken suyun üzerinde batmadan yürüyen bir kuş türü gördüm.,saskinlik
Yapay zeka asistanımın bana çocukken en çok sevdiğim ama unuttuğum oyuncağı sorması şaşırttı.,saskinlik
Tarihi bir binanın tavanındaki fresklerin canlanıp hareket ettiğini sanıp gözlerimi kırptım.,saskinlik
"Yolda yürürken havada asılı duran su damlaları gördüm, sanki zaman durmuş gibiydi.",saskinlik
Yeni aldığım kalemin yazdıkça kendi kendine silindiğini görünce hayretler içinde kaldım.,saskinlik
Bahçedeki havuzun suyunun geceleri fosforlu yeşil bir ışık yaydığını fark ettim.,saskinlik
Hiç tanımadığım birinin yolda beni durdurup çocukluk takma adımla hitap etmesi şoke etti.,saskinlik
Eski bir kitabın sayfalarını çevirirken içinden canlı bir kelebeğin uçup çıkması şaşırttı.,saskinlik
Gökyüzünde beliren devasa bir gökkuşağının ters daire şeklinde olduğunu gördüm.,saskinlik
Yeni taşındığım dairenin tavanında gökyüzünün anlık durumunu gösteren bir mekanizma var.,saskinlik
Sokakta yürürken bir dükkanın vitrininde tam olarak benim üzerimdeki kıyafetlerin sergilendiğini gördüm.,saskinlik
Evdeki eski radyodan gelecekteki bir tarihe ait haber bülteninin okunduğunu duydum.,saskinlik
Deniz kabuğunu kulağıma dayadığımda deniz sesi yerine bir klasik müzik melodisi duydum.,saskinlik
Yolda bulduğum eski bir anahtarın evimin kapısını kusursuz bir şekilde açmasına şaşırdım.,saskinlik
Bahçedeki güllerin bu sabah tamamen mavi ve metalik renkte açtığını görünce dondum kaldım.,saskinlik
Gece eve dönerken arkamdan gelen sesler beni çok tedirgin etti.,korku
Karanlık sokakta yalnız yürümek içime korku düşürdü.,korku
Bir anda kapının sertçe çalması beni ürküttü.,korku
Evde yalnızken camdan gelen ses yüzünden korktum.,korku
Telefonuma gelen tehdit mesajı beni çok korkuttu.,korku
Kaybolduğumu fark edince panikledim.,korku
Köpeğin üzerime doğru koşması beni çok korkuttu.,korku
Yarınki ameliyat sonucunu beklemek beni endişelendiriyor.,korku
Deprem olacak diye gece uyuyamadım.,korku
Karanlık odadan gelen garip ses içimi ürpertti.,korku
Birinin beni takip ettiğini düşününce çok korktum.,korku
Kötü bir haber alacağımı hissedince kaygılandım.,korku
Uçağa binmeden önce içimi büyük bir korku kapladı.,korku
Sınavdan kalırsam ne yapacağım diye çok korkuyorum.,korku
Hastaneden gelecek sonucu beklerken çok tedirginim.,korku
Gece elektrikler kesilince korkudan hareket edemedim.,korku
Ani bir patlama sesi duyunca korkuyla yerimden sıçradım.,korku
Karanlık merdivenlerden inerken çok ürktüm.,korku
Eve geç saatte dönmek zorunda kalınca korktum.,korku
Kalabalığın içinde kaybolunca panik yaptım.,korku
Arabada ani fren yapılınca çok korktum.,korku
Kötü bir şey olacakmış gibi hissediyorum.,korku
Yalnız kalınca içimi garip bir korku sardı.,korku
Bilmediğim bir yerden geçerken tedirgin oldum.,korku
Kapının önünde birinin beklediğini görünce korktum.,korku
Geceleri tek başıma yürümek beni huzursuz ediyor.,korku
Yakınımın başına kötü bir şey gelmesinden korkuyorum.,korku
Doktorun açıklama yapmasını beklerken içim sıkıştı.,korku
Karanlıkta bir gölge görünce çok ürktüm.,korku
Gece gelen bilinmeyen arama beni korkuttu.,korku
Sınav sonucum kötü gelirse aileme ne diyeceğim diye korkuyorum.,korku
Bir anda alarm çalınca panikledim.,korku
Yüksek bir yerden aşağı bakınca korkuya kapıldım.,korku
Karanlıkta kapının aralık olduğunu görünce ürktüm.,korku
Dışarıdan gelen bağırış sesleri beni korkuttu.,korku
Gece sokakta kavga çıktığını görünce tedirgin oldum.,korku
Yalnız başıma asansörde kalınca panik yaptım.,korku
Hızlı giden arabada kendimi güvende hissetmedim.,korku
Bilinmeyen birinden gelen mesaj beni huzursuz etti.,korku
Kötü ihtimalleri düşündükçe daha çok korkuyorum.,korku
Aniden ışıkların sönmesi beni ürküttü.,korku
Karanlık koridordan geçerken içim daraldı.,korku
Evde garip bir koku duyunca korktum.,korku
Yaklaşan sınav yüzünden içimde büyük bir kaygı var.,korku
Aileme kötü bir haber gelecek diye endişeleniyorum.,korku
Hastanede beklerken içimi korku kapladı.,korku
Yolda biri bana doğru hızlıca yürüyünce korktum.,korku
Gece pencereden gelen tıkırtı beni ürküttü.,korku
Telefonum çekmeyince yalnız kaldığımı düşünüp panikledim.,korku
Ormanda yolumu kaybettiğimi anlayınca korktum.,korku
Bir anda siren sesleri duyunca tedirgin oldum.,korku
Kötü rüya gördükten sonra tekrar uyumaya korktum.,korku
Kapının kilitli olmadığını fark edince ürktüm.,korku
Kalbim hızlı atmaya başlayınca panik oldum.,korku
Gece dışarıdan ayak sesleri gelmesi beni korkuttu.,korku
Tanımadığım birinin beni izlediğini sandım.,korku
Aniden yere düşen eşyanın sesi beni korkuttu.,korku
Yalnız başıma beklerken içimi huzursuzluk kapladı.,korku
Kötü sonuç ihtimali yüzünden kendimi güvende hissetmiyorum.,korku
Karanlıkta hareket eden bir şey görünce korkuya kapıldım.,korku
"Bunu hiç beklemiyordum, gerçekten çok şaşırdım.",saskinlik
Karşıma çıkınca bir an ne diyeceğimi bilemedim.,saskinlik
Bu kadar güzel bir haber alacağımı hiç düşünmemiştim.,saskinlik
Onun böyle bir karar vermesine inanamadım.,saskinlik
Kapıyı açınca herkesin bana sürpriz yaptığını gördüm.,saskinlik
Bu sonucun böyle çıkacağını tahmin etmiyordum.,saskinlik
Arkadaşımın gizlice evlendiğini duyunca şaşkına döndüm.,saskinlik
Bir anda adımın anons edilmesi beni şaşırttı.,saskinlik
Duyduklarım karşısında ağzım açık kaldı.,saskinlik
Beklemediğim anda gelen haber beni hayrete düşürdü.,saskinlik
Onun beni hatırlamasına çok şaşırdım.,saskinlik
Bir anda herkesin beni alkışlamaya başlaması beni şaşırttı.,saskinlik
Bu kadar hızlı değişmesine gerçekten hayret ettim.,saskinlik
Daha önce hiç böyle bir şey görmemiştim.,saskinlik
Sonucun tam ters çıkması beni şaşkına çevirdi.,saskinlik
Eski arkadaşımı karşımda görünce çok şaşırdım.,saskinlik
Hediyeyi görünce ne diyeceğimi bilemedim.,saskinlik
Bunun bu kadar kolay çözülmesine şaşırdım.,saskinlik
Hocanın beni örnek göstermesine çok şaşırdım.,saskinlik
Beklemediğim bir anda güzel bir haber aldım ve şaşırdım.,saskinlik
Onun bu kadar değişmiş olmasına inanamadım.,saskinlik
